Name,Location,Locality,City,Cuisine,Rating,Votes,Cost,popularity_score
Once Upon A Dine,"Khar West, Bandra", Bandra,Mumbai,"Health Food,  Italian,  European",4.3,49,1000,24.268581616031312
Ministry of Crab,"Khar West, Bandra", Bandra,Mumbai,Seafood,4.0,6,3000,11.229419688230417
Drunken Barrel SPORTS BAR,"Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Continental,  North Indian,  Finger Food",3.7,46,1000,20.551978751207262
Poco Loco,"Khar West, Bandra", Bandra,Mumbai,"Continental,  Mexican,  Health Food",4.2,78,1900,26.475879142343835
Golden Monk,"Andheri Lokhandwala, Andheri West", Andheri West,Mumbai,"Chinese,  Thai,  Seafood",4.0,7,1500,12.0
Shakey Wakey,"Oshiwara, North Western", North Western,Mumbai,"Juice,  Shakes,  Fast Food",4.7,30,300,23.284722658818314
Arbab,"Bandra West, Bandra", Bandra,Mumbai,"Lebanese,  Arabian",4.0,33,900,20.349851365001356
The Daily All Day,"Suburbia Mall,Bandra West, Bandra", Bandra,Mumbai,"Multi-Cuisine,  Italian,  Continental,  Mediterranean,  European,  Asian",4.5,69,2000,27.58177357625235
Suruchi Bhog,"Airoli, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  Seafood",4.2,3,800,8.4
Hangla's,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Fast Food,  North Indian",5.0,1,500,5.0
Heng Bok,"Suburbia Mall,Bandra West, Bandra", Bandra,Mumbai,"Korean,  Seafood",4.5,32,2500,22.69977353711304
Coffee By Di Bella Exclusive,"Naupada, Thane", Thane,Mumbai,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",4.2,133,700,29.677574599922643
Atrangii House Sky Lounge,"Sanpada, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese",4.6,75,2000,28.74046656184049
Coffee By Di Bella,"Kiran Kunj,Bandra West, Bandra", Bandra,Mumbai,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",4.3,118,700,29.647716382224157
Kofuku,"Suburbia Mall,Bandra West, Bandra", Bandra,Mumbai,Japanese,4.4,114,2500,30.120156224155252
Pop Tate's,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Chinese,  Italian,  Continental",4.3,228,2000,33.70857628881686
Mad Over Donuts,"Kamal Building,Bandra West, Bandra", Bandra,Mumbai,"Desserts,  Doughnuts,  Waffle",4.5,41,450,24.265428402504423
Frozen Bottle,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Desserts,  Shakes,  Ice Cream",4.6,24,500,21.36173847296373
Pishu's,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Juice,  Shakes,  Fast Food,  Health Food",4.0,2,600,6.339850002884624
Mitron,"Crystal Shoppers Paradise,Bandra West, Bandra", Bandra,Mumbai,"North Indian,  Japanese,  Continental,  Seafood,  Sushi",3.9,109,2000,26.447302882746172
Aromas Cafe,"Bandra West, Bandra", Bandra,Mumbai,"Italian,  Fast Food,  Desserts,  Coffee,  Tea",4.5,114,1400,30.804705229249688
Jade Raven Multicuisine Restaurant and Bar,"Ravi Industries,Thane West, Thane", Thane,Mumbai,"North Indian,  Chinese,  Seafood,  Mughlai",4.3,161,1500,31.561355012403883
Bombay Coffee House,"Neelkamal Building,Bandra West, Bandra", Bandra,Mumbai,"American,  Fast Food,  Coffee",4.3,61,900,25.603044134663563
Aromas Cafe,"Oshiwara, North Western", North Western,Mumbai,"Italian,  Fast Food,  Desserts,  Coffee,  Tea",4.1,62,1000,24.506847686349655
Roll Me Crazy,"Bandra West, Bandra", Bandra,Mumbai,"Continental,  Fast Food",4.7,4,800,10.913062045970603
99 Pancakes,"Silver Croft Building,Bandra West, Bandra", Bandra,Mumbai,"Bakery and Confectionary,  Desserts,  Fast Food,  Shakes",5.0,1,500,5.0
Hakkasan,"Krystal Building,Bandra West, Bandra", Bandra,Mumbai,"Chinese,  Seafood,  Cantonese",4.5,311,2500,37.28430998488012
Punjabi Rasoi,"Hari Niwas,Bandra West, Bandra", Bandra,Mumbai,"North Indian,  Chinese,  Mughlai",4.0,1,600,4.0
Chaayos - Meri Wali Chai,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,Tea,4.5,21,500,20.067442283867837
Silver Spoon,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"North Indian,  Chinese",3.0,3,600,6.0
Sazio Fine Dine,"Moraj Palm Paradise,Sanpada, Navi Mumbai", Navi Mumbai,Mumbai,"Italian,  Chinese,  Continental",4.6,6,1500,12.913832641464978
Lucky Restaurant,"Goregaon East, North Western", North Western,Mumbai,"North Indian,  Mughlai,  Chinese",3.9,10,500,13.49178331268546
Nom Nom,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Japanese,  Asian,  Oriental ",4.4,102,2000,29.420602319606164
Mad Over Donuts,"Shubham Housing Society,Versova, Andheri West", Andheri West,Mumbai,"Desserts,  Doughnuts,  Waffle",4.4,25,450,20.68193475982081
Wanton House,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"North Indian,  Asian,  Seafood,  Fast Food",4.1,4,900,9.519905189038184
1441 Pizzeria,"Andheri Lokhandwala, Andheri West", Andheri West,Mumbai,"Pizza,  Italian",4.6,213,1200,35.61074813744527
Mesa Bistro,"Svenska Design Hotel,Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Seafood,  Oriental ",3.5,16,2000,14.306119944376187
Coffee By Di Bella,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",4.4,145,700,31.63522805907208
Cafe Waffles Coffee & More,"Versova, Andheri West", Andheri West,Mumbai,"Desserts,  Coffee,  Drinks",4.4,4,300,10.216483617504394
Sai Shraddha Veg Treat,"Shanti Cottage,Thane West, Thane", Thane,Mumbai,"North Indian,  Chinese,  South Indian,  Fast Food",3.9,9,800,12.955519570060712
Dhamaka Cafe & Lounge Bar,"Bandra West, Bandra", Bandra,Mumbai,"Italian,  Continental,  Chinese,  Mughlai",4.0,1,1500,4.0
The Calcutta Club,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Bengali,  North Indian,  Seafood",4.0,38,1000,21.141608875448995
The Atrangii House,"Airoli, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  Mughlai",4.4,5,2000,11.373835003173088
Social,"Gagangiri CHS,Bandra West, Bandra", Bandra,Mumbai,"North Indian,  Continental,  Finger Food,  American,  Asian",4.2,224,2000,32.81788100311156
New York Burrito Company,"Oshiwara, North Western", North Western,Mumbai,Mexican,4.2,5,600,10.856842503028856
Kissa Stories Over Food,"Andheri Lokhandwala, Andheri West", Andheri West,Mumbai,"Italian,  Continental,  Mediterranean,  Asian",4.3,12,1500,15.911890788006696
Gustoso,"Jharna Apartments,Khar West, Bandra", Bandra,Mumbai,"Italian,  Pizza",4.4,217,2500,34.18001102901848
Jamjar Diner,"Gazebo House,Bandra West, Bandra", Bandra,Mumbai,"Multi-Cuisine,  Italian,  Mexican,  American,  Health Food",4.4,202,1500,33.72747803561478
Mad Over Donuts,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Desserts,  Doughnuts,  Waffle",4.4,18,450,18.690881059151778
Dinshaw's Xpress Cafe,"Oshiwara, North Western", North Western,Mumbai,"Ice Cream,  Italian,  Continental,  Parsi,  Desserts",4.5,30,1500,22.293883396740938
Ottoman Cafe,"Andheri Lokhandwala, Andheri West", Andheri West,Mumbai,"North Indian,  Chinese,  Continental,  Mughlai",3.0,21,1000,13.378294855911893
Kill No Kalorie,"Kulkarni CHS Building,Thane West, Thane", Thane,Mumbai,"Multi-Cuisine,  Italian,  Continental,  Mexican",5.0,7,900,15.0
New York Burrito Company,"Kalpitam Society,Bandra West, Bandra", Bandra,Mumbai,"Mexican,  Fast Food",4.5,41,600,24.265428402504423
Angrezi Patiyalaa,"Khopat, Thane", Thane,Mumbai,"Multi-Cuisine,  North Indian,  Asian,  Andhra,  Chettinad,  Fast Food",4.2,88,2000,27.19808041005887
Fire Bowl,"Oshiwara, North Western", North Western,Mumbai,"Chinese,  Seafood",3.6,6,800,10.106477719407374
Kath N Ghat,"Panch Pakhadi, Thane", Thane,Mumbai,"Maharashtrian,  North Indian,  Seafood",4.5,50,1500,25.52591403887173
Lucky Restaurant,"Bandra West, Bandra", Bandra,Mumbai,"North Indian,  Mughlai,  Chinese",3.9,56,500,22.74827105524249
Flavors,"Hotel Yogi Metropolitan,Sanpada, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Italian,  Chinese,  Seafood",4.3,94,1500,28.250379115823076
Pop Tate's,"Korum Mall,Thane West, Thane", Thane,Mumbai,"Chinese,  Italian,  Continental",4.2,404,2000,36.37946801064235
Tossin Pizza,"Rizvi Palace,Bandra West, Bandra", Bandra,Mumbai,"Fast Food,  Pizza,  Italian,  Seafood",4.6,11,1000,16.490827503317316
Warehouse KitchenBar,"Malad West, North Western", North Western,Mumbai,"North Indian,  Continental,  Oriental ,  Seafood,  Fast Food",4.2,288,2000,34.33468786650285
Shikara,"Hotel Highway View,Sanpada, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  Seafood,  Mughlai",4.2,70,1800,25.828937901919666
Harbour O' Four,"Sun Magnetica Building,Thane West, Thane", Thane,Mumbai,"North Indian,  Chinese,  Continental,  Fast Food",4.1,242,1600,32.4917312647837
Urban Tadka,"Mohit Height Tower,Near Andheri West Station, Andheri West", Andheri West,Mumbai,"North Indian,  Mughlai",4.3,243,1600,34.10217055152041
Gajalee,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Seafood,  Malvani,  North Indian",4.5,77,1500,28.284309984880117
Mi Hi Koli,"Ajit Darshan Building,Thane West, Thane", Thane,Mumbai,"Seafood,  Maharashtrian,  Malvani",4.0,307,1000,33.06714616277961
Frozen Bottle,"Mazgaon, South Mumbai", South Mumbai,Mumbai,"Desserts,  Shakes,  Ice Cream",4.5,19,500,19.44867642699313
The Irish House,"Gasper Enclave,Bandra West, Bandra", Bandra,Mumbai,"Continental,  American,  European",4.4,174,2000,32.78532889206225
Kasbah Grand,"Chandiwala Arcade,Goregaon West, North Western", North Western,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Asian,  Arabian,  Mughlai",4.1,401,2000,35.4693119338336
Green Leaf,"Balwanth Niwas,Thane West, Thane", Thane,Mumbai,"North Indian,  Chinese,  Fast Food",4.2,55,900,24.390890672641937
Mia Cuccinna,"Bandra West, Bandra", Bandra,Mumbai,"Fast Food,  Italian,  Continental",4.2,96,2200,27.71963393718594
Green Tadka,"Goregaon West, North Western", North Western,Mumbai,"North Indian,  Fast Food,  Chinese,  South Indian",3.6,15,700,14.4
Coffee By Di Bella,"Carlton Court,Bandra West, Bandra", Bandra,Mumbai,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",4.6,84,700,29.483198306233426
Tavaa,"Saqib CHS,Bandra West, Bandra", Bandra,Mumbai,"Chinese,  Mughlai,  Seafood",3.8,82,800,24.225149839118313
Wow! China by Wow! Momo,"Gagangiri CHS,Bandra West, Bandra", Bandra,Mumbai,"Chinese,  Seafood",4.5,10,1600,15.567442283867837
Mamagoto,"Gazebo House,Bandra West, Bandra", Bandra,Mumbai,"Asian,  Chinese,  Thai,  Japanese,  Oriental ",4.5,312,1500,37.30508481119678
Boojee Cafe,"Rays House CHS,Bandra West, Bandra", Bandra,Mumbai,"Fast Food,  Coffee",5.0,4,800,11.60964047443681
Fire Bowl,"Malad West, North Western", North Western,Mumbai,"Chinese,  Seafood",4.4,40,800,23.57322882031957
Misal Adda,"Thane West, Thane", Thane,Mumbai,"Maharashtrian,  Street Food",3.8,2,200,6.0228575027403926
Spice It,"Ibis Hotel,Turbhe, Navi Mumbai", Navi Mumbai,Mumbai,"Continental,  European,  North Indian,  Chinese",4.1,30,1200,20.312204872586186
The Nutcracker,"Bandra West, Bandra", Bandra,Mumbai,"European,  American",4.6,132,1200,32.45429920330547
Soul Fry,"Silver Croft Building,Bandra West, Bandra", Bandra,Mumbai,"Seafood,  Goan",3.9,30,1000,19.321365610508813
Pablo - The Art Cafe Lounge,"Turbhe, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  Continental,  European,  Seafood,  Modern Indian",4.2,53,2500,24.17052750908657
Persia Darbar,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"North Indian,  Chinese,  Seafood",4.5,119,1000,31.081007680238333
The Bagel Shop,"Anand Villa,Bandra West, Bandra", Bandra,Mumbai,"Fast Food,  Continental,  American",4.4,66,1000,26.6907924380142
Thambbi,"Gagangiri CHS,Thane West, Thane", Thane,Mumbai,"North Indian,  South Indian",3.0,2,800,4.754887502163468
Tibbs Frankie,"Inorbit Mall,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,Fast Food,1.7,3,200,3.4
Meraki,"Bandra West, Bandra", Bandra,Mumbai,"Chinese,  Thai,  Burmese",4.2,30,600,20.807624503624876
Phelia Lounge,"Goregaon West, North Western", North Western,Mumbai,"Multi-Cuisine,  North Indian,  Oriental ,  Fast Food,  Modern Indian",4.0,35,2000,20.67970000576925
Banana Leaf,"Malad West, North Western", North Western,Mumbai,"South Indian,  Street Food",4.6,86,1000,29.637540080904145
Coffee By Di Bella,"Mehta Building,Matunga East, South Mumbai", South Mumbai,Mumbai,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",4.4,98,700,29.169169128350283
Messy Addaa,"Matunga East, South Mumbai", South Mumbai,Mumbai,"Fast Food,  Italian",4.6,62,700,27.495487648099616
Cafe Nutrithink,"Panch Pakhadi, Thane", Thane,Mumbai,"Continental,  Health Food",4.0,1,1000,4.0
By The Bae - Kitchen And Bar,"Versova, Andheri West", Andheri West,Mumbai,"North Indian,  Italian,  Continental,  Street Food",4.1,526,2000,37.07080252171257
Frozen Bottle,"Inorbit Mall,Malad West, North Western", North Western,Mumbai,"Desserts,  Shakes,  Ice Cream",4.4,60,500,26.095244285276703
New York Burrito Company,"Inorbit Mall,Malad West, North Western", North Western,Mumbai,Mexican,4.3,59,600,25.39962956111663
Bougainvillea,"Turbhe, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Oriental ,  Chinese,  Continental",4.4,40,1300,23.57322882031957
Mad Over Donuts,"Inorbit Mall,Malad West, North Western", North Western,Mumbai,"Desserts,  Doughnuts,  Waffle",4.3,32,450,21.69089471324135
Bandra Gomantak,"Bandra West, Bandra", Bandra,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Mughlai,  Malvani",3.6,3,800,7.2
Ottoman Cafe,"Versova, Andheri West", Andheri West,Mumbai,"North Indian,  Chinese,  Continental,  Mughlai",4.3,27,1500,20.671626164847694
Howra Burger,"Dunhill Apartments,Bandra West, Bandra", Bandra,Mumbai,"Burger,  Fast Food",4.2,11,600,15.056842503028856
Mad Over Donuts,"HyperCITY Mall,Malad West, North Western", North Western,Mumbai,"Desserts,  Doughnuts,  Waffle",4.4,18,450,18.690881059151778
Kakori House,"Shiv Sagar CHS,Mahim, South Mumbai", South Mumbai,Mumbai,"Mughlai,  Awadhi",4.2,23,1500,19.256842503028857
PizzAah! District,"7 Bungalows, Andheri West", Andheri West,Mumbai,"Italian,  Pizza,  Fast Food",2.4,2,600,3.8039100017307743
British Waffle Co.,"Vastu Tower,Goregaon East, North Western", North Western,Mumbai,"Waffle,  Desserts,  Shakes",1.0,1,400,1.0
Tibbs Frankie,"Inorbit Mall,Malad West, North Western", North Western,Mumbai,Fast Food,4.1,6,200,11.510155180436175
New Sernyaa,"Adarsh Nagar, Andheri West", Andheri West,Mumbai,"Tibetan,  Chinese,  Seafood,  Burmese",1.7,3,800,3.4
Shake N Crack,"Sanpada, Navi Mumbai", Navi Mumbai,Mumbai,"Fast Food,  Shakes",2.3,2,200,3.645413751658659
6th Street Yogurt,"Rachael Building,Bandra West, Bandra", Bandra,Mumbai,"Desserts,  Ice Cream,  Yogurt",4.5,45,300,24.85602880225656
Persia Darbar,"Malad West, North Western", North Western,Mumbai,"North Indian,  Chinese,  Mughlai",4.6,213,1000,35.61074813744527
Eataeria,"Bandra West, Bandra", Bandra,Mumbai,"Chinese,  North Indian,  Fast Food",4.4,10,800,15.22149912200411
Phelia Terrace,"First Avenue,Goregaon West, North Western", North Western,Mumbai,"North Indian,  Chinese,  Oriental ,  Fast Food",3.3,3,2000,6.6
Banana Leaf,"Korum Mall,Thane West, Thane", Thane,Mumbai,"South Indian,  Street Food",4.3,30,1000,21.303044134663562
Bachelorr's,"Kosamda,Bandra West, Bandra", Bandra,Mumbai,"Juice,  Street Food,  Desserts,  Fast Food",4.2,20,300,18.447733175670795
Chaayos - Meri Wali Chai,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,Tea,4.5,8,500,14.264662506490405
Pop Tate's,"Parth Business Plaza,Malad West, North Western", North Western,Mumbai,"Chinese,  Italian,  Continental",4.3,335,2000,36.08696491794866
Bruciato Food Factory,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Italian,  Fast Food",3.9,29,1000,19.13687332287322
Tibbs Frankie,"Korum Mall,Thane West, Thane", Thane,Mumbai,Fast Food,3.9,9,200,12.955519570060712
Wanton House,"Shams Palace,Bandra West, Bandra", Bandra,Mumbai,"North Indian,  Asian,  Seafood,  Fast Food",4.0,19,900,17.28771237954945
HAS South Bombay,"Inorbit Mall,Malad West, North Western", North Western,Mumbai,"South Indian,  Health Food",3.5,2,500,5.547368752524046
Naans n Noodles,"Hotel Yogi Midtown,Turbhe, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese",3.9,38,1000,20.61306865356277
Kakori House,"Bandra West, Bandra", Bandra,Mumbai,"Mughlai,  Awadhi",3.7,9,1500,12.291133951083241
Beyond - Wine & Dine,"Malad West, North Western", North Western,Mumbai,"North Indian,  Fast Food,  Italian,  Continental,  Mexican,  Oriental ",4.3,97,2200,28.443252329695394
Thangabali,"Manmohan Bhavan,Mahim, South Mumbai", South Mumbai,Mumbai,"South Indian,  North Indian,  Seafood",4.4,213,1200,34.062454740165045
Fire Bowl,"Mangal Orchid CHS,Near Andheri West Station, Andheri West", Andheri West,Mumbai,"Chinese,  Continental,  Thai,  Seafood",4.3,33,800,21.876090217376458
Dewano Daa Dhaba,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"North Indian,  Awadhi",4.5,7,900,13.5
Nomada,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"American,  Fast Food",3.6,4,1500,8.358941141594505
Coffee By Di Bella,"Versova, Andheri West", Andheri West,Mumbai,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",4.4,162,700,32.33440387861674
Stir Fry Grill,"Malad West, North Western", North Western,Mumbai,"Chinese,  Thai",4.3,42,1500,23.33293844521902
The Food Studio,"Nisha Palace,Malad West, North Western", North Western,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.1,236,1400,32.34384732048286
Goa Portuguesa,"Mili CHS,Mahim, South Mumbai", South Mumbai,Mumbai,"Goan,  South Indian,  Seafood,  Maharashtrian,  Portuguese",4.3,269,1500,34.73030706731858
Sirocco,"Versova, Andheri West", Andheri West,Mumbai,"Italian,  Chinese",4.3,16,1200,17.576090217376457
Diva Maharashtracha,"Mili CHS,Mahim, South Mumbai", South Mumbai,Mumbai,"Maharashtrian,  Seafood,  Goan,  Konkani,  Malvani",4.4,158,2000,32.176685003251166
Yoko Sizzlers,"Malad West, North Western", North Western,Mumbai,"Fast Food,  Sizzlers,  Seafood",4.3,83,2400,27.48696491794867
SodaBottleOpenerWala,"Viviana Mall,Thane West, Thane", Thane,Mumbai,"Parsi,  Iranian,  North Indian,  Street Food",4.2,287,1600,34.31368500605771
Dakshin Culture Curry,"Mili CHS,Mahim, South Mumbai", South Mumbai,Mumbai,"South Indian,  Maharashtrian,  Goan,  Seafood,  Chettinad,  Malvani",4.1,45,2000,22.646604019833752
Mad Over Donuts,"Viviana Mall,Thane West, Thane", Thane,Mumbai,"Desserts,  Doughnuts,  Waffle",4.6,62,450,27.495487648099616
Sammy Sosa,"Raj Infinia,Malad West, North Western", North Western,Mumbai,"Italian,  Continental,  Mexican,  Asian,  Fast Food",4.3,38,2200,22.72722954110767
PizzaExpress,"Viviana Mall,Thane West, Thane", Thane,Mumbai,"European,  Fast Food,  Italian",4.2,265,2000,33.832186229105
Aromas Cafe,"Viviana Mall,Thane West, Thane", Thane,Mumbai,"Italian,  Fast Food,  Desserts,  Coffee,  Tea",4.4,73,1000,27.321594808767383
Mad Over Donuts,"Growel's 101 Mall,Kandivali East, North Western", North Western,Mumbai,"Desserts,  Doughnuts,  Waffle",4.6,23,450,21.090827503317318
Mainland China,"Viviana Mall,Thane West, Thane", Thane,Mumbai,"Chinese,  Seafood,  Asian",4.3,321,1800,35.82294257589285
Coffee By Di Bella,"West Wind Apartment,Mahim, South Mumbai", South Mumbai,Mumbai,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",4.2,137,700,29.85580271846831
Pokket Cafe,"Kandivali East, North Western", North Western,Mumbai,"Fast Food,  Italian,  Chinese",4.2,14,600,16.40894050155578
63 By - Lane,"Evershine Millennium Paradise,Kandivali East, North Western", North Western,Mumbai,"Italian,  Fast Food",4.6,9,900,15.280869236481864
Aditi Fast Food,"Malad West, North Western", North Western,Mumbai,"North Indian,  Chinese,  South Indian",3.7,5,500,9.564361252668277
Ambience All Day Dining,"Kandivali East, North Western", North Western,Mumbai,"Continental,  Multi-Cuisine,  North Indian,  Chinese,  Seafood",4.2,105,1500,28.257265909165437
China Bistro,"Infinity Shopping Complex,Thane West, Thane", Thane,Mumbai,"Multi-Cuisine,  Chinese,  Thai,  Japanese,  Seafood,  Asian,  Sushi",4.4,304,2000,36.311727902781094
TASCA Oriental Cuisine,"Cosmos Paradise,Thane West, Thane", Thane,Mumbai,"North Indian,  Asian,  Fast Food",4.2,64,1000,25.29394481471951
Tanatan,"Vidya Bhavan,Dadar West, South Mumbai", South Mumbai,Mumbai,"North Indian,  Modern Indian,  Seafood",4.3,87,1800,27.775555960140377
Frozen Bottle,"Viviana Mall,Thane West, Thane", Thane,Mumbai,"Desserts,  Shakes,  Ice Cream",4.4,80,500,27.895340012692348
The Irish House,"Viviana Mall,Thane West, Thane", Thane,Mumbai,"Continental,  American,  European",4.1,191,2000,31.098346252956738
High On Tea,"Evershine Insat CHS,Kandivali East, North Western", North Western,Mumbai,"Tea,  North Indian,  Italian",4.2,12,600,15.541846816192589
Gigil Brasserie,"Kandivali East, North Western", North Western,Mumbai,"Italian,  Fast Food,  Shakes",4.2,16,1000,17.167343933251423
Frozen Bottle,"Infiniti Mall,Malad West, North Western", North Western,Mumbai,"Desserts,  Shakes,  Ice Cream",4.1,41,500,22.108501433392917
Mad Over Donuts,"Shakuntal Building,Dadar West, South Mumbai", South Mumbai,Mumbai,"Desserts,  Doughnuts,  Waffle",4.7,46,450,26.106567602884898
Yoko Sizzlers,"Viviana Mall,Thane West, Thane", Thane,Mumbai,"Fast Food,  Sizzlers,  Seafood",3.9,28,2400,18.94612588099753
Wah Maratha,"Summer Castle Compound,Thane West, Thane", Thane,Mumbai,"Maharashtrian,  Seafood",3.8,13,400,14.467948703818895
Silver Oaks,"Agarwal Centre,Malad West, North Western", North Western,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Seafood,  Oriental ",4.3,128,1500,30.14827719831999
Coffee By Di Bella,"Jagdamba Commercial Complex,Malad West, North Western", North Western,Mumbai,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",4.6,150,1200,33.29666180089536
Tibbs Frankie,"Infiniti Mall,Malad West, North Western", North Western,Mumbai,Fast Food,3.9,27,200,18.748684196024655
Ebony Fine Dine,"Vishnu Shivam Mall,Kandivali East, North Western", North Western,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Seafood,  Mughlai,  Oriental ",4.2,433,1600,36.79851517626681
Coffee By Di Bella,"Devchhay Building,Dadar West, South Mumbai", South Mumbai,Mumbai,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",4.4,98,700,29.169169128350283
The Momo Factory,"Hari Niwas,Dadar West, South Mumbai", South Mumbai,Mumbai,"Tibetan,  Fast Food",3.5,20,400,15.373110979725663
Tibbs Frankie,"Dadar West, South Mumbai", South Mumbai,Mumbai,Fast Food,4.3,37,200,22.566088307807416
Tibbs Frankie,"Viviana Mall,Thane West, Thane", Thane,Mumbai,Fast Food,4.0,46,200,22.21835540671055
The Flip Bar,"Vishnu Shivam Mall,Kandivali East, North Western", North Western,Mumbai,"Finger Food,  Italian,  Continental,  Seafood",4.2,107,1000,28.370527509086568
Alfredo's,"Pleasant Park,Malad West, North Western", North Western,Mumbai,"Italian,  Fast Food",4.0,21,1200,17.83772647454919
Chaayos - Meri Wali Chai,"Viviana Mall,Thane West, Thane", Thane,Mumbai,Tea,3.8,5,500,9.822857502740392
Angrezi Dhaba,"Nakshtra Mall,Dadar West, South Mumbai", South Mumbai,Mumbai,"North Indian,  Chinese,  Asian,  Seafood,  Mughlai",4.1,1343,1500,42.60850143339291
1441 Pizzeria,"Raj Infinia,Malad West, North Western", North Western,Mumbai,"Pizza,  Italian",4.3,111,1200,29.271626164847696
The Burrow Cafe,"Malad West, North Western", North Western,Mumbai,"Continental,  American",4.1,19,500,17.719905189038187
Chinese Wok (Wok Express),"Viviana Mall,Thane West, Thane", Thane,Mumbai,"Chinese,  Thai,  Asian",3.6,38,800,19.027447987904097
Urban Tadka,"Parth Business Plaza,Malad West, North Western", North Western,Mumbai,"North Indian,  Mughlai",4.3,115,1600,29.489318279048558
Ming Yang,"Taj Lands End Hotel,Bandra West, Bandra", Bandra,Mumbai,"Chinese,  Thai,  Seafood",4.5,86,4000,28.993245731319277
Froozo,"King Palace,Malad West, North Western", North Western,Mumbai,"Desserts,  Ice Cream,  Fast Food",2.2,10,800,7.610749561002055
Hotel Rishi,"Shinde Estate,Dadar East, South Mumbai", South Mumbai,Mumbai,"North Indian,  Chinese,  Seafood",4.2,27,1200,20.190890672641938
BrewDog Mid-Town Mumbai,"Lower Parel, South Mumbai", South Mumbai,Mumbai,"North Indian,  European,  Asian",5.0,1,1600,5.0
Vividh NX Bar & Cafe,"Gayatri Shivam Apartment,Kandivali East, North Western", North Western,Mumbai,"North Indian,  Italian,  Continental",4.3,236,1600,33.921595970262516
Banjara Dhaba,"Kandivali East, North Western", North Western,Mumbai,North Indian,3.5,27,500,16.825742227201612
Crave Junction,"Kandivali West, North Western", North Western,Mumbai,"Fast Food,  Italian",3.9,92,1000,25.50271936332132
Express Eats by Tasca,"Cosmos Paradise,Thane West, Thane", Thane,Mumbai,Fast Food,3.3,3,500,6.6
1441 Pizzeria,"Ashar Tiara Complex,Thane West, Thane", Thane,Mumbai,"Pizza,  Italian",4.5,75,1200,28.115673810496133
Fisco Restobar,"Kandivali West, North Western", North Western,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.3,767,2000,41.21533875310097
90ft Above,"Vini Elegance,Borivali West, North Western", North Western,Mumbai,"North Indian,  Chinese",4.1,788,1200,39.457914109055174
Cottage Grill,"Dadar West, South Mumbai", South Mumbai,Mumbai,"North Indian,  Chinese,  Mughlai",4.3,71,1200,26.53067750620194
Zaiqaa,"Rajaram Estate,Dadar East, South Mumbai", South Mumbai,Mumbai,"North Indian,  Chinese,  Seafood,  Mughlai",3.8,6,800,10.667948703818896
Uttar Dakshin Veg Treat,"Vasant Vihar, Thane", Thane,Mumbai,"North Indian,  Chinese,  South Indian,  Shakes",4.1,5,900,10.59834625295674
